Text Collection,# of Positive Labeled Documents,Î±,C,F1 Score
re0,5,0.2,100,0.3108
re0,5,0.2,1000,0.3108
re0,5,0.4,0.1,0.1760
re0,5,0.4,1,0.3629
re0,5,0.4,10,0.3115
re0,5,0.4,100,0.2957
re0,5,0.4,1000,0.2957
re0,5,0.6,0.1,0.1760
re0,5,0.6,1,0.3629
re0,5,0.6,10,0.3115
re0,5,0.6,100,0.2957
re0,5,0.6,1000,0.2957
re0,5,0.8,0.1,0.0861
re0,5,0.8,1,0.3278
re0,5,0.8,10,0.3273
re0,5,0.8,100,0.3108
re0,5,0.8,1000,0.3108
re0,5,1.0,0.1,0.0434
re0,5,1.0,1,0.2738
re0,5,1.0,10,0.3549
re0,5,1.0,100,0.3601
re0,5,1.0,1000,0.3601
re1,1,0.2,0.1,0.0224
re1,1,0.2,1,0.0710
re1,1,0.2,10,0.0549
re1,1,0.2,100,0.0549
re1,1,0.2,1000,0.0549
re1,1,0.4,0.1,0.0468
re1,1,0.4,1,0.0827
re1,1,0.4,10,0.0512
re1,1,0.4,100,0.0516
re1,1,0.4,1000,0.0516
re1,1,0.6,0.1,0.0468
re1,1,0.6,1,0.0827
re1,1,0.6,10,0.0512
re1,1,0.6,100,0.0516
re1,1,0.6,1000,0.0516
re1,1,0.8,0.1,0.0224
re1,1,0.8,1,0.0710
re1,1,0.8,10,0.0549
re1,1,0.8,100,0.0549
re1,1,0.8,1000,0.0549
re1,1,1.0,0.1,0.0118
re1,1,1.0,1,0.0450
re1,1,1.0,10,0.0543
re1,1,1.0,100,0.0544
re1,1,1.0,1000,0.0544
re1,10,0.2,0.1,0.1938
re1,10,0.2,1,0.3558
re1,10,0.2,10,0.3264
re1,10,0.2,100,0.3275
re1,10,0.2,1000,0.3275
re1,10,0.4,0.1,0.2707
re1,10,0.4,1,0.3546
re1,10,0.4,10,0.3081
re1,10,0.4,100,0.3081
re1,10,0.4,1000,0.3081
re1,10,0.6,0.1,0.2707
re1,10,0.6,1,0.3546
re1,10,0.6,10,0.3081
re1,10,0.6,100,0.3081
re1,10,0.6,1000,0.3081
re1,10,0.8,0.1,0.1938
re1,10,0.8,1,0.3558
re1,10,0.8,10,0.3264
re1,10,0.8,100,0.3275
re1,10,0.8,1000,0.3275
re1,10,1.0,0.1,0.1459
re1,10,1.0,1,0.3393
re1,10,1.0,10,0.3427
re1,10,1.0,100,0.3423
re1,10,1.0,1000,0.3423
re1,20,0.2,0.1,0.2007
re1,20,0.2,1,0.2813
re1,20,0.2,10,0.2724
re1,20,0.2,100,0.2748
re1,20,0.2,1000,0.2748
re1,20,0.4,0.1,0.2462
re1,20,0.4,1,0.2866
re1,20,0.4,10,0.2626
re1,20,0.4,100,0.2618
re1,20,0.4,1000,0.2618
re1,20,0.6,0.1,0.2462
re1,20,0.6,1,0.2866
re1,20,0.6,10,0.2626
re1,20,0.6,100,0.2618
re1,20,0.6,1000,0.2618
re1,20,0.8,0.1,0.2007
re1,20,0.8,1,0.2813
re1,20,0.8,10,0.2724
re1,20,0.8,100,0.2748
re1,20,0.8,1000,0.2748
re1,20,1.0,0.1,0.1681
re1,20,1.0,1,0.2755
re1,20,1.0,10,0.2784
re1,20,1.0,100,0.2788
re1,20,1.0,1000,0.2788
re1,30,0.2,0.1,0.2280
re1,30,0.2,1,0.3050
re1,30,0.2,10,0.3073
re1,30,0.2,100,0.3065
re1,30,0.2,1000,0.3065
re1,30,0.4,0.1,0.2451
re1,30,0.4,1,0.2930
re1,30,0.4,10,0.2822
re1,30,0.4,100,0.2791
re1,30,0.4,1000,0.2791
re1,30,0.6,0.1,0.2451
re1,30,0.6,1,0.2930
re1,30,0.6,10,0.2822
re1,30,0.6,100,0.2791
re1,30,0.6,1000,0.2791
re1,30,0.8,0.1,0.2280
re1,30,0.8,1,0.3050
re1,30,0.8,10,0.3073
re1,30,0.8,100,0.3065
re1,30,0.8,1000,0.3065
re1,30,1.0,0.1,0.1959
re1,30,1.0,1,0.3106
re1,30,1.0,10,0.3230
re1,30,1.0,100,0.3244
re1,30,1.0,1000,0.3244
re1,5,0.2,0.1,0.1163
re1,5,0.2,1,0.2239
re1,5,0.2,10,0.2001
re1,5,0.2,100,0.2001
re1,5,0.2,1000,0.2001
re1,5,0.4,0.1,0.1910
re1,5,0.4,1,0.2321
re1,5,0.4,10,0.1941
re1,5,0.4,100,0.1941
re1,5,0.4,1000,0.1941
re1,5,0.6,0.1,0.1910
re1,5,0.6,1,0.2321
re1,5,0.6,10,0.1941
re1,5,0.6,100,0.1941
re1,5,0.6,1000,0.1941
re1,5,0.8,0.1,0.1163
re1,5,0.8,1,0.2239
re1,5,0.8,10,0.2001
re1,5,0.8,100,0.2001
re1,5,0.8,1000,0.2001
re1,5,1.0,0.1,0.0727
re1,5,1.0,1,0.2050
re1,5,1.0,10,0.2034
re1,5,1.0,100,0.2060
re1,5,1.0,1000,0.2060
SyskillWebert,1,0.2,0.1,0.3971
SyskillWebert,1,0.2,1,0.3971
SyskillWebert,1,0.2,10,0.3971
SyskillWebert,1,0.2,100,0.3971
SyskillWebert,1,0.2,1000,0.3971
SyskillWebert,1,0.4,0.1,0.3971
SyskillWebert,1,0.4,1,0.3971
SyskillWebert,1,0.4,10,0.3971
SyskillWebert,1,0.4,100,0.3971
SyskillWebert,1,0.4,1000,0.3971
SyskillWebert,1,0.6,0.1,0.3971
SyskillWebert,1,0.6,1,0.3971
SyskillWebert,1,0.6,10,0.3971
SyskillWebert,1,0.6,100,0.3971
SyskillWebert,1,0.6,1000,0.3971
SyskillWebert,1,0.8,0.1,0.3971
SyskillWebert,1,0.8,1,0.3971
SyskillWebert,1,0.8,10,0.3971
SyskillWebert,1,0.8,100,0.3971
SyskillWebert,1,0.8,1000,0.3971
SyskillWebert,1,1.0,0.1,0.3971
SyskillWebert,1,1.0,1,0.3971
SyskillWebert,1,1.0,10,0.3971
SyskillWebert,1,1.0,100,0.3971
SyskillWebert,1,1.0,1000,0.3971
SyskillWebert,10,0.2,0.1,0.3698
SyskillWebert,10,0.2,1,0.3698
SyskillWebert,10,0.2,10,0.3698
SyskillWebert,10,0.2,100,0.3698
SyskillWebert,10,0.2,1000,0.3698
SyskillWebert,10,0.4,0.1,0.3698
SyskillWebert,10,0.4,1,0.3698
SyskillWebert,10,0.4,10,0.3698
SyskillWebert,10,0.4,100,0.3698
SyskillWebert,10,0.4,1000,0.3698
SyskillWebert,10,0.6,0.1,0.3698
SyskillWebert,10,0.6,1,0.3698
SyskillWebert,10,0.6,10,0.3698
SyskillWebert,10,0.6,100,0.3698
SyskillWebert,10,0.6,1000,0.3698
SyskillWebert,10,0.8,0.1,0.3698
SyskillWebert,10,0.8,1,0.3698
SyskillWebert,10,0.8,10,0.3698
SyskillWebert,10,0.8,100,0.3698
SyskillWebert,10,0.8,1000,0.3698
SyskillWebert,10,1.0,0.1,0.3698
SyskillWebert,10,1.0,1,0.3698
SyskillWebert,10,1.0,10,0.3698
SyskillWebert,10,1.0,100,0.3698
SyskillWebert,10,1.0,1000,0.3698
SyskillWebert,20,0.2,0.1,0.3364
SyskillWebert,20,0.2,1,0.3364
SyskillWebert,20,0.2,10,0.3364
SyskillWebert,20,0.2,100,0.3364
SyskillWebert,20,0.2,1000,0.3364
SyskillWebert,20,0.4,0.1,0.3364
SyskillWebert,20,0.4,1,0.3364
SyskillWebert,20,0.4,10,0.3364
SyskillWebert,20,0.4,100,0.3364
SyskillWebert,20,0.4,1000,0.3364
SyskillWebert,20,0.6,0.1,0.3364
SyskillWebert,20,0.6,1,0.3364
SyskillWebert,20,0.6,10,0.3364
SyskillWebert,20,0.6,100,0.3364
SyskillWebert,20,0.6,1000,0.3364
SyskillWebert,20,0.8,0.1,0.3364
SyskillWebert,20,0.8,1,0.3364
SyskillWebert,20,0.8,10,0.3364
SyskillWebert,20,0.8,100,0.3364
SyskillWebert,20,0.8,1000,0.3364
SyskillWebert,20,1.0,0.1,0.3364
SyskillWebert,20,1.0,1,0.3364
SyskillWebert,20,1.0,10,0.3364
SyskillWebert,20,1.0,100,0.3364
SyskillWebert,20,1.0,1000,0.3364
SyskillWebert,30,0.2,0.1,0.2993
SyskillWebert,30,0.2,1,0.2993
SyskillWebert,30,0.2,10,0.2993
SyskillWebert,30,0.2,100,0.2993
SyskillWebert,30,0.2,1000,0.2993
SyskillWebert,30,0.4,0.1,0.2993
SyskillWebert,30,0.4,1,0.2993
SyskillWebert,30,0.4,10,0.2993
SyskillWebert,30,0.4,100,0.2993
SyskillWebert,30,0.4,1000,0.2993
SyskillWebert,30,0.6,0.1,0.2993
SyskillWebert,30,0.6,1,0.2993
SyskillWebert,30,0.6,10,0.2993
SyskillWebert,30,0.6,100,0.2993
SyskillWebert,30,0.6,1000,0.2993
SyskillWebert,30,0.8,0.1,0.2993
SyskillWebert,30,0.8,1,0.2993
SyskillWebert,30,0.8,10,0.2993
SyskillWebert,30,0.8,100,0.2993
SyskillWebert,30,0.8,1000,0.2993
SyskillWebert,30,1.0,0.1,0.2993
SyskillWebert,30,1.0,1,0.2993
SyskillWebert,30,1.0,10,0.2993
SyskillWebert,30,1.0,100,0.2993
SyskillWebert,30,1.0,1000,0.2993
SyskillWebert,5,0.2,0.1,0.3853
SyskillWebert,5,0.2,1,0.3853
SyskillWebert,5,0.2,10,0.3853
SyskillWebert,5,0.2,100,0.3853
SyskillWebert,5,0.2,1000,0.3853
SyskillWebert,5,0.4,0.1,0.3853
SyskillWebert,5,0.4,1,0.3853
SyskillWebert,5,0.4,10,0.3853
SyskillWebert,5,0.4,100,0.3853
SyskillWebert,5,0.4,1000,0.3853
SyskillWebert,5,0.6,0.1,0.3853
SyskillWebert,5,0.6,1,0.3853
SyskillWebert,5,0.6,10,0.3853
SyskillWebert,5,0.6,100,0.3853
SyskillWebert,5,0.6,1000,0.3853
SyskillWebert,5,0.8,0.1,0.3853
SyskillWebert,5,0.8,1,0.3853
SyskillWebert,5,0.8,10,0.3853
SyskillWebert,5,0.8,100,0.3853
SyskillWebert,5,0.8,1000,0.3853
SyskillWebert,5,1.0,0.1,0.3853
SyskillWebert,5,1.0,1,0.3853
SyskillWebert,5,1.0,10,0.3853
SyskillWebert,5,1.0,100,0.3853
SyskillWebert,5,1.0,1000,0.3853
tr11,1,0.2,0.1,0.0475
tr11,1,0.2,1,0.0348
tr11,1,0.2,10,0.0308
tr11,1,0.2,100,0.0308
tr11,1,0.2,1000,0.0308
tr11,1,0.4,0.1,0.0602
tr11,1,0.4,1,0.0351
tr11,1,0.4,10,0.0351
tr11,1,0.4,100,0.0351
tr11,1,0.4,1000,0.0351
tr11,1,0.6,0.1,0.0602
tr11,1,0.6,1,0.0351
tr11,1,0.6,10,0.0351
tr11,1,0.6,100,0.0351
tr11,1,0.6,1000,0.0351
tr11,1,0.8,0.1,0.0475
tr11,1,0.8,1,0.0348
tr11,1,0.8,10,0.0308
tr11,1,0.8,100,0.0308
tr11,1,0.8,1000,0.0308
tr11,1,1.0,0.1,0.0165
tr11,1,1.0,1,0.0264
tr11,1,1.0,10,0.0264
tr11,1,1.0,100,0.0264
tr11,1,1.0,1000,0.0264
tr11,10,0.2,0.1,0.2889
tr11,10,0.2,1,0.3201
tr11,10,0.2,10,0.3197
tr11,10,0.2,100,0.3197
tr11,10,0.2,1000,0.3197
tr11,10,0.4,0.1,0.3683
tr11,10,0.4,1,0.3070
tr11,10,0.4,10,0.3088
tr11,10,0.4,100,0.3088
tr11,10,0.4,1000,0.3088
tr11,10,0.6,0.1,0.3683
tr11,10,0.6,1,0.3070
tr11,10,0.6,10,0.3088
tr11,10,0.6,100,0.3088
tr11,10,0.6,1000,0.3088
tr11,10,0.8,0.1,0.2889
tr11,10,0.8,1,0.3201
tr11,10,0.8,10,0.3197
tr11,10,0.8,100,0.3197
tr11,10,0.8,1000,0.3197
tr11,10,1.0,0.1,0.2039
tr11,10,1.0,1,0.2983
tr11,10,1.0,10,0.2992
tr11,10,1.0,100,0.2992
tr11,10,1.0,1000,0.2992
tr11,20,0.2,0.1,0.2948
tr11,20,0.2,1,0.3019
tr11,20,0.2,10,0.3064
tr11,20,0.2,100,0.3065
tr11,20,0.2,1000,0.3061
tr11,20,0.4,0.1,0.3495
tr11,20,0.4,1,0.2951
tr11,20,0.4,10,0.3020
tr11,20,0.4,100,0.3020
tr11,20,0.4,1000,0.3020
tr11,20,0.6,0.1,0.3495
tr11,20,0.6,1,0.2951
tr11,20,0.6,10,0.3020
tr11,20,0.6,100,0.3020
tr11,20,0.6,1000,0.3020
tr11,20,0.8,0.1,0.2948
tr11,20,0.8,1,0.3019
tr11,20,0.8,10,0.3064
tr11,20,0.8,100,0.3065
tr11,20,0.8,1000,0.3061
tr11,20,1.0,0.1,0.2407
tr11,20,1.0,1,0.2791
tr11,20,1.0,10,0.2858
tr11,20,1.0,100,0.2858
tr11,20,1.0,1000,0.2859
tr11,30,0.2,0.1,0.2291
tr11,30,0.2,1,0.2289
tr11,30,0.2,10,0.2333
tr11,30,0.2,100,0.2326
tr11,30,0.2,1000,0.2333
tr11,30,0.4,0.1,0.2597
tr11,30,0.4,1,0.2346
tr11,30,0.4,10,0.2361
tr11,30,0.4,100,0.2351
tr11,30,0.4,1000,0.2368
tr11,30,0.6,0.1,0.2597
tr11,30,0.6,1,0.2346
tr11,30,0.6,10,0.2361
tr11,30,0.6,100,0.2351
tr11,30,0.6,1000,0.2368
tr11,30,0.8,0.1,0.2291
tr11,30,0.8,1,0.2289
tr11,30,0.8,10,0.2333
tr11,30,0.8,100,0.2326
tr11,30,0.8,1000,0.2333
tr11,30,1.0,0.1,0.2011
tr11,30,1.0,1,0.2192
tr11,30,1.0,10,0.2212
tr11,30,1.0,100,0.2208
tr11,30,1.0,1000,0.2212
tr11,5,0.2,0.1,0.1831
tr11,5,0.2,1,0.1524
tr11,5,0.2,10,0.1465
tr11,5,0.2,100,0.1465
tr11,5,0.2,1000,0.1465
tr11,5,0.4,0.1,0.2521
tr11,5,0.4,1,0.1745
tr11,5,0.4,10,0.1467
tr11,5,0.4,100,0.1467
tr11,5,0.4,1000,0.1467
tr11,5,0.6,0.1,0.2521
tr11,5,0.6,1,0.1745
tr11,5,0.6,10,0.1467
tr11,5,0.6,100,0.1467
tr11,5,0.6,1000,0.1467
tr11,5,0.8,0.1,0.1831
tr11,5,0.8,1,0.1524
tr11,5,0.8,10,0.1465
tr11,5,0.8,100,0.1465
tr11,5,0.8,1000,0.1465
tr11,5,1.0,0.1,0.0905
tr11,5,1.0,1,0.1059
tr11,5,1.0,10,0.1039
tr11,5,1.0,100,0.1039
tr11,5,1.0,1000,0.1039
tr12,1,0.2,0.1,0.0300
tr12,1,0.2,1,0.0182
tr12,1,0.2,10,0.0182
tr12,1,0.2,100,0.0182
tr12,1,0.2,1000,0.0182
tr12,1,0.4,0.1,0.0500
tr12,1,0.4,1,0.0140
tr12,1,0.4,10,0.0140
tr12,1,0.4,100,0.0140
tr12,1,0.4,1000,0.0140
tr12,1,0.6,0.1,0.0500
tr12,1,0.6,1,0.0140
tr12,1,0.6,10,0.0140
tr12,1,0.6,100,0.0140
tr12,1,0.6,1000,0.0140
tr12,1,0.8,0.1,0.0300
tr12,1,0.8,1,0.0182
tr12,1,0.8,10,0.0182
tr12,1,0.8,100,0.0182
tr12,1,0.8,1000,0.0182
tr12,1,1.0,0.1,0.0031
tr12,1,1.0,1,0.0102
tr12,1,1.0,10,0.0102
tr12,1,1.0,100,0.0102
tr12,1,1.0,1000,0.0102
tr12,10,0.2,0.1,0.2596
tr12,10,0.2,1,0.2901
tr12,10,0.2,10,0.2892
tr12,10,0.2,100,0.2892
tr12,10,0.2,1000,0.2892
tr12,10,0.4,0.1,0.3420
tr12,10,0.4,1,0.2813
tr12,10,0.4,10,0.2823
tr12,10,0.4,100,0.2823
tr12,10,0.4,1000,0.2823
tr12,10,0.6,0.1,0.3420
tr12,10,0.6,1,0.2813
tr12,10,0.6,10,0.2823
tr12,10,0.6,100,0.2823
tr12,10,0.6,1000,0.2823
tr12,10,0.8,0.1,0.2596
tr12,10,0.8,1,0.2901
tr12,10,0.8,10,0.2892
tr12,10,0.8,100,0.2892
tr12,10,0.8,1000,0.2892
tr12,10,1.0,0.1,0.2153
tr12,10,1.0,1,0.2580
tr12,10,1.0,10,0.2580
tr12,10,1.0,100,0.2580
tr12,10,1.0,1000,0.2580
tr12,20,0.2,0.1,0.3964
tr12,20,0.2,1,0.4532
tr12,20,0.2,10,0.4532
tr12,20,0.2,100,0.4532
tr12,20,0.2,1000,0.4532
tr12,20,0.4,0.1,0.4239
tr12,20,0.4,1,0.4386
tr12,20,0.4,10,0.4386
tr12,20,0.4,100,0.4386
tr12,20,0.4,1000,0.4386
tr12,20,0.6,0.1,0.4239
tr12,20,0.6,1,0.4386
tr12,20,0.6,10,0.4386
tr12,20,0.6,100,0.4386
tr12,20,0.6,1000,0.4386
tr12,20,0.8,0.1,0.3964
tr12,20,0.8,1,0.4532
tr12,20,0.8,10,0.4532
tr12,20,0.8,100,0.4532
tr12,20,0.8,1000,0.4532
tr12,20,1.0,0.1,0.3741
tr12,20,1.0,1,0.4430
tr12,20,1.0,10,0.4427
tr12,20,1.0,100,0.4427
tr12,20,1.0,1000,0.4427
tr12,30,0.2,0.1,0.2377
tr12,30,0.2,1,0.2683
tr12,30,0.2,10,0.2681
tr12,30,0.2,100,0.2681
tr12,30,0.2,1000,0.2681
tr12,30,0.4,0.1,0.2622
tr12,30,0.4,1,0.2701
tr12,30,0.4,10,0.2705
tr12,30,0.4,100,0.2705
tr12,30,0.4,1000,0.2705
tr12,30,0.6,0.1,0.2622
tr12,30,0.6,1,0.2701
tr12,30,0.6,10,0.2705
tr12,30,0.6,100,0.2705
tr12,30,0.6,1000,0.2705
tr12,30,0.8,0.1,0.2377
tr12,30,0.8,1,0.2683
tr12,30,0.8,10,0.2681
tr12,30,0.8,100,0.2681
tr12,30,0.8,1000,0.2681
tr12,30,1.0,0.1,0.2270
tr12,30,1.0,1,0.2842
tr12,30,1.0,10,0.2845
tr12,30,1.0,100,0.2845
tr12,30,1.0,1000,0.2845
tr12,5,0.2,0.1,0.1987
tr12,5,0.2,1,0.1803
tr12,5,0.2,10,0.1815
tr12,5,0.2,100,0.1815
tr12,5,0.2,1000,0.1815
tr12,5,0.4,0.1,0.2709
tr12,5,0.4,1,0.1894
tr12,5,0.4,10,0.1902
tr12,5,0.4,100,0.1902
tr12,5,0.4,1000,0.1902
tr12,5,0.6,0.1,0.2709
tr12,5,0.6,1,0.1894
tr12,5,0.6,10,0.1902
tr12,5,0.6,100,0.1902
tr12,5,0.6,1000,0.1902
tr12,5,0.8,0.1,0.1987
tr12,5,0.8,1,0.1803
tr12,5,0.8,10,0.1815
tr12,5,0.8,100,0.1815
tr12,5,0.8,1000,0.1815
tr12,5,1.0,0.1,0.1363
tr12,5,1.0,1,0.1470
tr12,5,1.0,10,0.1486
tr12,5,1.0,100,0.1486
tr12,5,1.0,1000,0.1486
tr21,1,0.2,0.1,0.0256
tr21,1,0.2,1,0.0351
tr21,1,0.2,10,0.0351
tr21,1,0.2,100,0.0351
tr21,1,0.2,1000,0.0351
tr21,1,0.4,0.1,0.0352
tr21,1,0.4,1,0.0425
tr21,1,0.4,10,0.0425
tr21,1,0.4,100,0.0425
tr21,1,0.4,1000,0.0425
tr21,1,0.6,0.1,0.0352
tr21,1,0.6,1,0.0425
tr21,1,0.6,10,0.0425
tr21,1,0.6,100,0.0425
tr21,1,0.6,1000,0.0425
tr21,1,0.8,0.1,0.0256
tr21,1,0.8,1,0.0351
tr21,1,0.8,10,0.0351
tr21,1,0.8,100,0.0351
tr21,1,0.8,1000,0.0351
tr21,1,1.0,0.1,0.0225
tr21,1,1.0,1,0.0326
tr21,1,1.0,10,0.0326
tr21,1,1.0,100,0.0326
tr21,1,1.0,1000,0.0326
tr21,10,0.2,0.1,0.1788
tr21,10,0.2,1,0.1878
tr21,10,0.2,10,0.1860
tr21,10,0.2,100,0.1860
tr21,10,0.2,1000,0.1860
tr21,10,0.4,0.1,0.2135
tr21,10,0.4,1,0.1875
tr21,10,0.4,10,0.1856
tr21,10,0.4,100,0.1856
tr21,10,0.4,1000,0.1856
tr21,10,0.6,0.1,0.2135
tr21,10,0.6,1,0.1875
tr21,10,0.6,10,0.1856
tr21,10,0.6,100,0.1856
tr21,10,0.6,1000,0.1856
tr21,10,0.8,0.1,0.1788
tr21,10,0.8,1,0.1878
tr21,10,0.8,10,0.1860
tr21,10,0.8,100,0.1860
tr21,10,0.8,1000,0.1860
tr21,10,1.0,0.1,0.1277
tr21,10,1.0,1,0.1409
tr21,10,1.0,10,0.1416
tr21,10,1.0,100,0.1416
tr21,10,1.0,1000,0.1416
tr21,20,0.2,0.1,0.2042
tr21,20,0.2,1,0.2204
tr21,20,0.2,10,0.2206
tr21,20,0.2,100,0.2206
tr21,20,0.2,1000,0.2206
tr21,20,0.4,0.1,0.2363
tr21,20,0.4,1,0.2159
tr21,20,0.4,10,0.2165
tr21,20,0.4,100,0.2165
tr21,20,0.4,1000,0.2165
tr21,20,0.6,0.1,0.2363
tr21,20,0.6,1,0.2159
tr21,20,0.6,10,0.2165
tr21,20,0.6,100,0.2165
tr21,20,0.6,1000,0.2165
tr21,20,0.8,0.1,0.2042
tr21,20,0.8,1,0.2204
tr21,20,0.8,10,0.2206
tr21,20,0.8,100,0.2206
tr21,20,0.8,1000,0.2206
tr21,20,1.0,0.1,0.1859
tr21,20,1.0,1,0.2172
tr21,20,1.0,10,0.2179
tr21,20,1.0,100,0.2179
tr21,20,1.0,1000,0.2179
tr21,30,0.2,0.1,0.2358
tr21,30,0.2,1,0.2530
tr21,30,0.2,10,0.2529
tr21,30,0.2,100,0.2529
tr21,30,0.2,1000,0.2529
tr21,30,0.4,0.1,0.2587
tr21,30,0.4,1,0.2442
tr21,30,0.4,10,0.2429
tr21,30,0.4,100,0.2429
tr21,30,0.4,1000,0.2429
tr21,30,0.6,0.1,0.2587
tr21,30,0.6,1,0.2442
tr21,30,0.6,10,0.2429
tr21,30,0.6,100,0.2429
tr21,30,0.6,1000,0.2429
tr21,30,0.8,0.1,0.2358
tr21,30,0.8,1,0.2530
tr21,30,0.8,10,0.2529
tr21,30,0.8,100,0.2529
tr21,30,0.8,1000,0.2529
tr21,30,1.0,0.1,0.2343
tr21,30,1.0,1,0.2468
tr21,30,1.0,10,0.2469
tr21,30,1.0,100,0.2469
tr21,30,1.0,1000,0.2469
tr21,5,0.2,0.1,0.1192
tr21,5,0.2,1,0.1010
tr21,5,0.2,10,0.1016
tr21,5,0.2,100,0.1016
tr21,5,0.2,1000,0.1016
tr21,5,0.4,0.1,0.1818
tr21,5,0.4,1,0.1159
tr21,5,0.4,10,0.1159
tr21,5,0.4,100,0.1159
tr21,5,0.4,1000,0.1159
tr21,5,0.6,0.1,0.1818
tr21,5,0.6,1,0.1159
tr21,5,0.6,10,0.1159
tr21,5,0.6,100,0.1159
tr21,5,0.6,1000,0.1159
tr21,5,0.8,0.1,0.1192
tr21,5,0.8,1,0.1010
tr21,5,0.8,10,0.1016
tr21,5,0.8,100,0.1016
tr21,5,0.8,1000,0.1016
tr21,5,1.0,0.1,0.0595
tr21,5,1.0,1,0.0742
tr21,5,1.0,10,0.0742
tr21,5,1.0,100,0.0742
tr21,5,1.0,1000,0.0742
tr23,1,0.2,0.1,0.0635
tr23,1,0.2,1,0.0940
tr23,1,0.2,10,0.0940
tr23,1,0.2,100,0.0940
tr23,1,0.2,1000,0.0940
tr23,1,0.4,0.1,0.0735
tr23,1,0.4,1,0.0894
tr23,1,0.4,10,0.0882
tr23,1,0.4,100,0.0882
tr23,1,0.4,1000,0.0882
tr23,1,0.6,0.1,0.0735
tr23,1,0.6,1,0.0894
tr23,1,0.6,10,0.0882
tr23,1,0.6,100,0.0882
tr23,1,0.6,1000,0.0882
tr23,1,0.8,0.1,0.0635
tr23,1,0.8,1,0.0940
tr23,1,0.8,10,0.0940
tr23,1,0.8,100,0.0940
tr23,1,0.8,1000,0.0940
tr23,1,1.0,0.1,0.0577
tr23,1,1.0,1,0.0874
tr23,1,1.0,10,0.0874
tr23,1,1.0,100,0.0874
tr23,1,1.0,1000,0.0874
tr23,10,0.2,0.1,0.2620
tr23,10,0.2,1,0.2821
tr23,10,0.2,10,0.2787
