Text Collection,# of Positive Labeled Documents,Î±,C,F1 Score
tr23,10,0.2,100,0.2787
tr23,10,0.2,1000,0.2787
tr23,10,0.4,0.1,0.2977
tr23,10,0.4,1,0.2882
tr23,10,0.4,10,0.2790
tr23,10,0.4,100,0.2790
tr23,10,0.4,1000,0.2790
tr23,10,0.6,0.1,0.2977
tr23,10,0.6,1,0.2882
tr23,10,0.6,10,0.2790
tr23,10,0.6,100,0.2790
tr23,10,0.6,1000,0.2790
tr23,10,0.8,0.1,0.2620
tr23,10,0.8,1,0.2821
tr23,10,0.8,10,0.2787
tr23,10,0.8,100,0.2787
tr23,10,0.8,1000,0.2787
tr23,10,1.0,0.1,0.2316
tr23,10,1.0,1,0.2682
tr23,10,1.0,10,0.2640
tr23,10,1.0,100,0.2640
tr23,10,1.0,1000,0.2640
tr23,20,0.2,0.1,0.2411
tr23,20,0.2,1,0.2372
tr23,20,0.2,10,0.2353
tr23,20,0.2,100,0.2353
tr23,20,0.2,1000,0.2353
tr23,20,0.4,0.1,0.2663
tr23,20,0.4,1,0.2590
tr23,20,0.4,10,0.2610
tr23,20,0.4,100,0.2610
tr23,20,0.4,1000,0.2610
tr23,20,0.6,0.1,0.2663
tr23,20,0.6,1,0.2590
tr23,20,0.6,10,0.2610
tr23,20,0.6,100,0.2610
tr23,20,0.6,1000,0.2610
tr23,20,0.8,0.1,0.2411
tr23,20,0.8,1,0.2372
tr23,20,0.8,10,0.2353
tr23,20,0.8,100,0.2353
tr23,20,0.8,1000,0.2353
tr23,20,1.0,0.1,0.2121
tr23,20,1.0,1,0.2174
tr23,20,1.0,10,0.2190
tr23,20,1.0,100,0.2190
tr23,20,1.0,1000,0.2190
tr23,30,0.2,0.1,0.2591
tr23,30,0.2,1,0.2865
tr23,30,0.2,10,0.2901
tr23,30,0.2,100,0.2901
tr23,30,0.2,1000,0.2901
tr23,30,0.4,0.1,0.2781
tr23,30,0.4,1,0.3033
tr23,30,0.4,10,0.3060
tr23,30,0.4,100,0.3060
tr23,30,0.4,1000,0.3060
tr23,30,0.6,0.1,0.2781
tr23,30,0.6,1,0.3033
tr23,30,0.6,10,0.3060
tr23,30,0.6,100,0.3060
tr23,30,0.6,1000,0.3060
tr23,30,0.8,0.1,0.2591
tr23,30,0.8,1,0.2865
tr23,30,0.8,10,0.2901
tr23,30,0.8,100,0.2901
tr23,30,0.8,1000,0.2901
tr23,30,1.0,0.1,0.2480
tr23,30,1.0,1,0.2785
tr23,30,1.0,10,0.2826
tr23,30,1.0,100,0.2826
tr23,30,1.0,1000,0.2826
tr23,5,0.2,0.1,0.2694
tr23,5,0.2,1,0.2861
tr23,5,0.2,10,0.2873
tr23,5,0.2,100,0.2873
tr23,5,0.2,1000,0.2873
tr23,5,0.4,0.1,0.2959
tr23,5,0.4,1,0.2787
tr23,5,0.4,10,0.2730
tr23,5,0.4,100,0.2730
tr23,5,0.4,1000,0.2730
tr23,5,0.6,0.1,0.2959
tr23,5,0.6,1,0.2787
tr23,5,0.6,10,0.2730
tr23,5,0.6,100,0.2730
tr23,5,0.6,1000,0.2730
tr23,5,0.8,0.1,0.2694
tr23,5,0.8,1,0.2861
tr23,5,0.8,10,0.2873
tr23,5,0.8,100,0.2873
tr23,5,0.8,1000,0.2873
tr23,5,1.0,0.1,0.2388
tr23,5,1.0,1,0.2564
tr23,5,1.0,10,0.2581
tr23,5,1.0,100,0.2581
tr23,5,1.0,1000,0.2581
tr31,1,0.2,0.1,0.0383
tr31,1,0.2,1,0.0133
tr31,1,0.2,10,0.0097
tr31,1,0.2,100,0.0097
tr31,1,0.2,1000,0.0097
tr31,1,0.4,0.1,0.0487
tr31,1,0.4,1,0.0231
tr31,1,0.4,10,0.0104
tr31,1,0.4,100,0.0104
tr31,1,0.4,1000,0.0104
tr31,1,0.6,0.1,0.0487
tr31,1,0.6,1,0.0231
tr31,1,0.6,10,0.0104
tr31,1,0.6,100,0.0104
tr31,1,0.6,1000,0.0104
tr31,1,0.8,0.1,0.0383
tr31,1,0.8,1,0.0133
tr31,1,0.8,10,0.0097
tr31,1,0.8,100,0.0097
tr31,1,0.8,1000,0.0097
tr31,1,1.0,0.1,0.0117
tr31,1,1.0,1,0.0112
tr31,1,1.0,10,0.0098
tr31,1,1.0,100,0.0098
tr31,1,1.0,1000,0.0098
tr31,10,0.2,0.1,0.3327
tr31,10,0.2,1,0.2058
tr31,10,0.2,10,0.1716
tr31,10,0.2,100,0.1716
tr31,10,0.2,1000,0.1716
tr31,10,0.4,0.1,0.4282
tr31,10,0.4,1,0.2330
tr31,10,0.4,10,0.1788
tr31,10,0.4,100,0.1788
tr31,10,0.4,1000,0.1788
tr31,10,0.6,0.1,0.4282
tr31,10,0.6,1,0.2330
tr31,10,0.6,10,0.1788
tr31,10,0.6,100,0.1788
tr31,10,0.6,1000,0.1788
tr31,10,0.8,0.1,0.3327
tr31,10,0.8,1,0.2058
tr31,10,0.8,10,0.1716
tr31,10,0.8,100,0.1716
tr31,10,0.8,1000,0.1716
tr31,10,1.0,0.1,0.2602
tr31,10,1.0,1,0.1927
tr31,10,1.0,10,0.1707
tr31,10,1.0,100,0.1707
tr31,10,1.0,1000,0.1707
tr31,20,0.2,0.1,0.4933
tr31,20,0.2,1,0.3518
tr31,20,0.2,10,0.3459
tr31,20,0.2,100,0.3459
tr31,20,0.2,1000,0.3459
tr31,20,0.4,0.1,0.5369
tr31,20,0.4,1,0.3502
tr31,20,0.4,10,0.3441
tr31,20,0.4,100,0.3441
tr31,20,0.4,1000,0.3441
tr31,20,0.6,0.1,0.5369
tr31,20,0.6,1,0.3502
tr31,20,0.6,10,0.3441
tr31,20,0.6,100,0.3441
tr31,20,0.6,1000,0.3441
tr31,20,0.8,0.1,0.4933
tr31,20,0.8,1,0.3518
tr31,20,0.8,10,0.3459
tr31,20,0.8,100,0.3459
tr31,20,0.8,1000,0.3459
tr31,20,1.0,0.1,0.4470
tr31,20,1.0,1,0.3340
tr31,20,1.0,10,0.3298
tr31,20,1.0,100,0.3298
tr31,20,1.0,1000,0.3298
tr31,30,0.2,0.1,0.4361
tr31,30,0.2,1,0.2944
tr31,30,0.2,10,0.2732
tr31,30,0.2,100,0.2732
tr31,30,0.2,1000,0.2732
tr31,30,0.4,0.1,0.4655
tr31,30,0.4,1,0.3037
tr31,30,0.4,10,0.2761
tr31,30,0.4,100,0.2761
tr31,30,0.4,1000,0.2761
tr31,30,0.6,0.1,0.4655
tr31,30,0.6,1,0.3037
tr31,30,0.6,10,0.2761
tr31,30,0.6,100,0.2761
tr31,30,0.6,1000,0.2761
tr31,30,0.8,0.1,0.4361
tr31,30,0.8,1,0.2944
tr31,30,0.8,10,0.2732
tr31,30,0.8,100,0.2732
tr31,30,0.8,1000,0.2732
tr31,30,1.0,0.1,0.4000
tr31,30,1.0,1,0.2802
tr31,30,1.0,10,0.2578
tr31,30,1.0,100,0.2578
tr31,30,1.0,1000,0.2578
tr31,5,0.2,0.1,0.2011
tr31,5,0.2,1,0.0838
tr31,5,0.2,10,0.0718
tr31,5,0.2,100,0.0718
tr31,5,0.2,1000,0.0718
tr31,5,0.4,0.1,0.2700
tr31,5,0.4,1,0.0939
tr31,5,0.4,10,0.0724
tr31,5,0.4,100,0.0724
tr31,5,0.4,1000,0.0724
tr31,5,0.6,0.1,0.2700
tr31,5,0.6,1,0.0939
tr31,5,0.6,10,0.0724
tr31,5,0.6,100,0.0724
tr31,5,0.6,1000,0.0724
tr31,5,0.8,0.1,0.2011
tr31,5,0.8,1,0.0838
tr31,5,0.8,10,0.0718
tr31,5,0.8,100,0.0718
tr31,5,0.8,1000,0.0718
tr31,5,1.0,0.1,0.1269
tr31,5,1.0,1,0.0731
tr31,5,1.0,10,0.0675
tr31,5,1.0,100,0.0675
tr31,5,1.0,1000,0.0675
tr41,1,0.2,0.1,0.0298
tr41,1,0.2,1,0.0230
tr41,1,0.2,10,0.0230
tr41,1,0.2,100,0.0230
tr41,1,0.2,1000,0.0230
tr41,1,0.4,0.1,0.0534
tr41,1,0.4,1,0.0264
tr41,1,0.4,10,0.0264
tr41,1,0.4,100,0.0264
tr41,1,0.4,1000,0.0264
tr41,1,0.6,0.1,0.0534
tr41,1,0.6,1,0.0264
tr41,1,0.6,10,0.0264
tr41,1,0.6,100,0.0264
tr41,1,0.6,1000,0.0264
tr41,1,0.8,0.1,0.0298
tr41,1,0.8,1,0.0230
tr41,1,0.8,10,0.0230
tr41,1,0.8,100,0.0230
tr41,1,0.8,1000,0.0230
tr41,1,1.0,0.1,0.0152
tr41,1,1.0,1,0.0175
tr41,1,1.0,10,0.0219
tr41,1,1.0,100,0.0219
tr41,1,1.0,1000,0.0219
tr41,10,0.2,0.1,0.4470
tr41,10,0.2,1,0.2847
tr41,10,0.2,10,0.2824
tr41,10,0.2,100,0.2824
tr41,10,0.2,1000,0.2824
tr41,10,0.4,0.1,0.5032
tr41,10,0.4,1,0.2852
tr41,10,0.4,10,0.2796
tr41,10,0.4,100,0.2796
tr41,10,0.4,1000,0.2796
tr41,10,0.6,0.1,0.5032
tr41,10,0.6,1,0.2852
tr41,10,0.6,10,0.2796
tr41,10,0.6,100,0.2796
tr41,10,0.6,1000,0.2796
tr41,10,0.8,0.1,0.4470
tr41,10,0.8,1,0.2847
tr41,10,0.8,10,0.2824
tr41,10,0.8,100,0.2824
tr41,10,0.8,1000,0.2824
tr41,10,1.0,0.1,0.3897
tr41,10,1.0,1,0.2797
tr41,10,1.0,10,0.2781
tr41,10,1.0,100,0.2781
tr41,10,1.0,1000,0.2781
tr41,20,0.2,0.1,0.5055
tr41,20,0.2,1,0.4063
tr41,20,0.2,10,0.4056
tr41,20,0.2,100,0.4056
tr41,20,0.2,1000,0.4056
tr41,20,0.4,0.1,0.5446
tr41,20,0.4,1,0.4034
tr41,20,0.4,10,0.4033
tr41,20,0.4,100,0.4033
tr41,20,0.4,1000,0.4033
tr41,20,0.6,0.1,0.5446
tr41,20,0.6,1,0.4034
tr41,20,0.6,10,0.4033
tr41,20,0.6,100,0.4033
tr41,20,0.6,1000,0.4033
tr41,20,0.8,0.1,0.5055
tr41,20,0.8,1,0.4063
tr41,20,0.8,10,0.4056
tr41,20,0.8,100,0.4056
tr41,20,0.8,1000,0.4056
tr41,20,1.0,0.1,0.4601
tr41,20,1.0,1,0.3994
tr41,20,1.0,10,0.4003
tr41,20,1.0,100,0.4003
tr41,20,1.0,1000,0.4003
tr41,30,0.2,0.1,0.4712
tr41,30,0.2,1,0.3821
tr41,30,0.2,10,0.3867
tr41,30,0.2,100,0.3867
tr41,30,0.2,1000,0.3867
tr41,30,0.4,0.1,0.4761
tr41,30,0.4,1,0.3778
tr41,30,0.4,10,0.3828
tr41,30,0.4,100,0.3828
tr41,30,0.4,1000,0.3828
tr41,30,0.6,0.1,0.4761
tr41,30,0.6,1,0.3778
tr41,30,0.6,10,0.3828
tr41,30,0.6,100,0.3828
tr41,30,0.6,1000,0.3828
tr41,30,0.8,0.1,0.4712
tr41,30,0.8,1,0.3821
tr41,30,0.8,10,0.3867
tr41,30,0.8,100,0.3867
tr41,30,0.8,1000,0.3867
tr41,30,1.0,0.1,0.4442
tr41,30,1.0,1,0.3862
tr41,30,1.0,10,0.3906
tr41,30,1.0,100,0.3906
tr41,30,1.0,1000,0.3906
tr41,5,0.2,0.1,0.2897
tr41,5,0.2,1,0.1772
tr41,5,0.2,10,0.1737
tr41,5,0.2,100,0.1737
tr41,5,0.2,1000,0.1737
tr41,5,0.4,0.1,0.3640
tr41,5,0.4,1,0.1754
tr41,5,0.4,10,0.1716
tr41,5,0.4,100,0.1716
tr41,5,0.4,1000,0.1716
tr41,5,0.6,0.1,0.3640
tr41,5,0.6,1,0.1754
tr41,5,0.6,10,0.1716
tr41,5,0.6,100,0.1716
tr41,5,0.6,1000,0.1716
tr41,5,0.8,0.1,0.2897
tr41,5,0.8,1,0.1772
tr41,5,0.8,10,0.1737
tr41,5,0.8,100,0.1737
tr41,5,0.8,1000,0.1737
tr41,5,1.0,0.1,0.2157
tr41,5,1.0,1,0.1483
tr41,5,1.0,10,0.1623
tr41,5,1.0,100,0.1623
tr41,5,1.0,1000,0.1623
tr45,1,0.2,0.1,0.0260
tr45,1,0.2,1,0.0261
tr45,1,0.2,10,0.0261
tr45,1,0.2,100,0.0261
tr45,1,0.2,1000,0.0261
tr45,1,0.4,0.1,0.0345
tr45,1,0.4,1,0.0257
tr45,1,0.4,10,0.0257
tr45,1,0.4,100,0.0257
tr45,1,0.4,1000,0.0257
tr45,1,0.6,0.1,0.0345
tr45,1,0.6,1,0.0257
tr45,1,0.6,10,0.0257
tr45,1,0.6,100,0.0257
tr45,1,0.6,1000,0.0257
tr45,1,0.8,0.1,0.0260
tr45,1,0.8,1,0.0261
tr45,1,0.8,10,0.0261
tr45,1,0.8,100,0.0261
tr45,1,0.8,1000,0.0261
tr45,1,1.0,0.1,0.0166
tr45,1,1.0,1,0.0183
tr45,1,1.0,10,0.0185
tr45,1,1.0,100,0.0185
tr45,1,1.0,1000,0.0185
tr45,10,0.2,0.1,0.3319
tr45,10,0.2,1,0.2790
tr45,10,0.2,10,0.2781
tr45,10,0.2,100,0.2781
tr45,10,0.2,1000,0.2781
tr45,10,0.4,0.1,0.4254
tr45,10,0.4,1,0.2813
tr45,10,0.4,10,0.2764
tr45,10,0.4,100,0.2764
tr45,10,0.4,1000,0.2764
tr45,10,0.6,0.1,0.4254
tr45,10,0.6,1,0.2813
tr45,10,0.6,10,0.2764
tr45,10,0.6,100,0.2764
tr45,10,0.6,1000,0.2764
tr45,10,0.8,0.1,0.3319
tr45,10,0.8,1,0.2790
tr45,10,0.8,10,0.2781
tr45,10,0.8,100,0.2781
tr45,10,0.8,1000,0.2781
tr45,10,1.0,0.1,0.2578
tr45,10,1.0,1,0.2754
tr45,10,1.0,10,0.2736
tr45,10,1.0,100,0.2736
tr45,10,1.0,1000,0.2736
tr45,20,0.2,0.1,0.4457
tr45,20,0.2,1,0.3513
tr45,20,0.2,10,0.3502
tr45,20,0.2,100,0.3502
tr45,20,0.2,1000,0.3502
tr45,20,0.4,0.1,0.4847
tr45,20,0.4,1,0.3528
tr45,20,0.4,10,0.3535
tr45,20,0.4,100,0.3535
tr45,20,0.4,1000,0.3535
tr45,20,0.6,0.1,0.4847
tr45,20,0.6,1,0.3528
tr45,20,0.6,10,0.3535
tr45,20,0.6,100,0.3535
tr45,20,0.6,1000,0.3535
tr45,20,0.8,0.1,0.4457
tr45,20,0.8,1,0.3513
tr45,20,0.8,10,0.3502
tr45,20,0.8,100,0.3502
tr45,20,0.8,1000,0.3502
tr45,20,1.0,0.1,0.4016
tr45,20,1.0,1,0.3331
tr45,20,1.0,10,0.3334
tr45,20,1.0,100,0.3334
tr45,20,1.0,1000,0.3334
tr45,30,0.2,0.1,0.5088
tr45,30,0.2,1,0.4787
tr45,30,0.2,10,0.4771
tr45,30,0.2,100,0.4771
tr45,30,0.2,1000,0.4771
tr45,30,0.4,0.1,0.5269
tr45,30,0.4,1,0.4624
tr45,30,0.4,10,0.4621
tr45,30,0.4,100,0.4621
tr45,30,0.4,1000,0.4621
tr45,30,0.6,0.1,0.5269
tr45,30,0.6,1,0.4624
tr45,30,0.6,10,0.4621
tr45,30,0.6,100,0.4621
tr45,30,0.6,1000,0.4621
tr45,30,0.8,0.1,0.5088
tr45,30,0.8,1,0.4787
tr45,30,0.8,10,0.4771
tr45,30,0.8,100,0.4771
tr45,30,0.8,1000,0.4771
tr45,30,1.0,0.1,0.4799
tr45,30,1.0,1,0.4734
tr45,30,1.0,10,0.4737
tr45,30,1.0,100,0.4737
tr45,30,1.0,1000,0.4737
tr45,5,0.2,0.1,0.1843
tr45,5,0.2,1,0.1419
tr45,5,0.2,10,0.1407
tr45,5,0.2,100,0.1407
tr45,5,0.2,1000,0.1407
tr45,5,0.4,0.1,0.2645
tr45,5,0.4,1,0.1436
tr45,5,0.4,10,0.1262
tr45,5,0.4,100,0.1262
tr45,5,0.4,1000,0.1262
tr45,5,0.6,0.1,0.2645
tr45,5,0.6,1,0.1436
tr45,5,0.6,10,0.1262
tr45,5,0.6,100,0.1262
tr45,5,0.6,1000,0.1262
tr45,5,0.8,0.1,0.1843
tr45,5,0.8,1,0.1419
tr45,5,0.8,10,0.1407
tr45,5,0.8,100,0.1407
tr45,5,0.8,1000,0.1407
tr45,5,1.0,0.1,0.1131
tr45,5,1.0,1,0.1263
tr45,5,1.0,10,0.1292
tr45,5,1.0,100,0.1292
tr45,5,1.0,1000,0.1292
wap,1,0.2,0.1,0.0225
wap,1,0.2,1,0.0208
wap,1,0.2,10,0.0208
wap,1,0.2,100,0.0208
wap,1,0.2,1000,0.0208
wap,1,0.4,0.1,0.0254
wap,1,0.4,1,0.0203
wap,1,0.4,10,0.0203
wap,1,0.4,100,0.0203
wap,1,0.4,1000,0.0203
wap,1,0.6,0.1,0.0254
wap,1,0.6,1,0.0203
wap,1,0.6,10,0.0203
wap,1,0.6,100,0.0203
wap,1,0.6,1000,0.0203
wap,1,0.8,0.1,0.0225
wap,1,0.8,1,0.0208
wap,1,0.8,10,0.0208
wap,1,0.8,100,0.0208
wap,1,0.8,1000,0.0208
wap,1,1.0,0.1,0.0104
wap,1,1.0,1,0.0209
wap,1,1.0,10,0.0209
wap,1,1.0,100,0.0209
wap,1,1.0,1000,0.0209
wap,10,0.2,0.1,0.2232
wap,10,0.2,1,0.1502
wap,10,0.2,10,0.1502
wap,10,0.2,100,0.1502
wap,10,0.2,1000,0.1502
wap,10,0.4,0.1,0.2662
wap,10,0.4,1,0.1642
wap,10,0.4,10,0.1642
wap,10,0.4,100,0.1642
wap,10,0.4,1000,0.1642
wap,10,0.6,0.1,0.2662
wap,10,0.6,1,0.1642
wap,10,0.6,10,0.1642
wap,10,0.6,100,0.1642
wap,10,0.6,1000,0.1642
wap,10,0.8,0.1,0.2232
wap,10,0.8,1,0.1502
wap,10,0.8,10,0.1502
wap,10,0.8,100,0.1502
wap,10,0.8,1000,0.1502
wap,10,1.0,0.1,0.1700
wap,10,1.0,1,0.1452
wap,10,1.0,10,0.1452
wap,10,1.0,100,0.1452
wap,10,1.0,1000,0.1452
wap,20,0.2,0.1,0.3056
wap,20,0.2,1,0.2851
wap,20,0.2,10,0.2851
wap,20,0.2,100,0.2851
wap,20,0.2,1000,0.2851
wap,20,0.4,0.1,0.3384
wap,20,0.4,1,0.2887
wap,20,0.4,10,0.2887
wap,20,0.4,100,0.2887
wap,20,0.4,1000,0.2887
wap,20,0.6,0.1,0.3384
wap,20,0.6,1,0.2887
wap,20,0.6,10,0.2887
wap,20,0.6,100,0.2887
wap,20,0.6,1000,0.2887
wap,20,0.8,0.1,0.3056
wap,20,0.8,1,0.2851
wap,20,0.8,10,0.2851
wap,20,0.8,100,0.2851
wap,20,0.8,1000,0.2851
wap,20,1.0,0.1,0.2573
wap,20,1.0,1,0.2454
wap,20,1.0,10,0.2455
wap,20,1.0,100,0.2455
wap,20,1.0,1000,0.2455
wap,30,0.2,0.1,0.3770
wap,30,0.2,1,0.3572
wap,30,0.2,10,0.3572
wap,30,0.2,100,0.3572
wap,30,0.2,1000,0.3572
wap,30,0.4,0.1,0.4055
wap,30,0.4,1,0.3540
wap,30,0.4,10,0.3539
wap,30,0.4,100,0.3539
wap,30,0.4,1000,0.3539
wap,30,0.6,0.1,0.4055
wap,30,0.6,1,0.3540
wap,30,0.6,10,0.3539
wap,30,0.6,100,0.3539
wap,30,0.6,1000,0.3539
wap,30,0.8,0.1,0.3770
wap,30,0.8,1,0.3572
wap,30,0.8,10,0.3572
wap,30,0.8,100,0.3572
wap,30,0.8,1000,0.3572
wap,30,1.0,0.1,0.3493
wap,30,1.0,1,0.3466
wap,30,1.0,10,0.3460
wap,30,1.0,100,0.3460
wap,30,1.0,1000,0.3460
wap,5,0.2,0.1,0.1014
wap,5,0.2,1,0.0671
wap,5,0.2,10,0.0671
wap,5,0.2,100,0.0671
wap,5,0.2,1000,0.0671
wap,5,0.4,0.1,0.1386
wap,5,0.4,1,0.0670
wap,5,0.4,10,0.0670
wap,5,0.4,100,0.0670
wap,5,0.4,1000,0.0670
wap,5,0.6,0.1,0.1386
wap,5,0.6,1,0.0670
wap,5,0.6,10,0.0670
wap,5,0.6,100,0.0670
wap,5,0.6,1000,0.0670
wap,5,0.8,0.1,0.1014
wap,5,0.8,1,0.0671
wap,5,0.8,10,0.0671
wap,5,0.8,100,0.0671
wap,5,0.8,1000,0.0671
wap,5,1.0,0.1,0.0632
wap,5,1.0,1,0.0668
wap,5,1.0,10,0.0668
wap,5,1.0,100,0.0668
wap,5,1.0,1000,0.0668
fbis,1,0.2,0.1,0.0185
fbis,1,0.2,1,0.0798
fbis,1,0.2,10,0.0194
fbis,1,0.2,100,0.0187
fbis,1,0.2,1000,0.0187
fbis,1,0.4,0.1,0.0469
fbis,1,0.4,1,0.1127
fbis,1,0.4,10,0.0183
fbis,1,0.4,100,0.0171
fbis,1,0.4,1000,0.0171
fbis,1,0.6,0.1,0.0469
fbis,1,0.6,1,0.1127
fbis,1,0.6,10,0.0183
fbis,1,0.6,100,0.0171
fbis,1,0.6,1000,0.0171
fbis,1,0.8,0.1,0.0185
fbis,1,0.8,1,0.0798
fbis,1,0.8,10,0.0194
fbis,1,0.8,100,0.0187
fbis,1,0.8,1000,0.0187
fbis,1,1.0,0.1,0.0025
fbis,1,1.0,1,0.0233
fbis,1,1.0,10,0.0122
fbis,1,1.0,100,0.0122
fbis,1,1.0,1000,0.0122
fbis,10,0.2,0.1,0.2103
fbis,10,0.2,1,0.4824
fbis,10,0.2,10,0.2865
fbis,10,0.2,100,0.2619
fbis,10,0.2,1000,0.2567
fbis,10,0.4,0.1,0.3299
fbis,10,0.4,1,0.5077
fbis,10,0.4,10,0.2671
fbis,10,0.4,100,0.2420
fbis,10,0.4,1000,0.2420
fbis,10,0.6,0.1,0.3299
fbis,10,0.6,1,0.5077
fbis,10,0.6,10,0.2671
fbis,10,0.6,100,0.2420
fbis,10,0.6,1000,0.2420
fbis,10,0.8,0.1,0.2103
fbis,10,0.8,1,0.4824
fbis,10,0.8,10,0.2865
fbis,10,0.8,100,0.2619
fbis,10,0.8,1000,0.2567
fbis,10,1.0,0.1,0.1198
fbis,10,1.0,1,0.3948
fbis,10,1.0,10,0.2638
fbis,10,1.0,100,0.2432
fbis,10,1.0,1000,0.2399
fbis,20,0.2,0.1,0.3100
fbis,20,0.2,1,0.5609
fbis,20,0.2,10,0.4356
fbis,20,0.2,100,0.4297
fbis,20,0.2,1000,0.4309
fbis,20,0.4,0.1,0.3966
fbis,20,0.4,1,0.5273
fbis,20,0.4,10,0.4218
fbis,20,0.4,100,0.4127
fbis,20,0.4,1000,0.4127
fbis,20,0.6,0.1,0.3966
fbis,20,0.6,1,0.5273
fbis,20,0.6,10,0.4218
fbis,20,0.6,100,0.4127
fbis,20,0.6,1000,0.4127
fbis,20,0.8,0.1,0.3100
fbis,20,0.8,1,0.5609
fbis,20,0.8,10,0.4356
fbis,20,0.8,100,0.4297
fbis,20,0.8,1000,0.4309
fbis,20,1.0,0.1,0.2325
fbis,20,1.0,1,0.5223
fbis,20,1.0,10,0.4337
fbis,20,1.0,100,0.4220
fbis,20,1.0,1000,0.4233
fbis,30,0.2,0.1,0.3500
fbis,30,0.2,1,0.5708
fbis,30,0.2,10,0.5078
fbis,30,0.2,100,0.4941
fbis,30,0.2,1000,0.4941
fbis,30,0.4,0.1,0.4079
fbis,30,0.4,1,0.5162
fbis,30,0.4,10,0.4950
fbis,30,0.4,100,0.4808
fbis,30,0.4,1000,0.4808
fbis,30,0.6,0.1,0.4079
fbis,30,0.6,1,0.5162
fbis,30,0.6,10,0.4950
fbis,30,0.6,100,0.4808
fbis,30,0.6,1000,0.4808
fbis,30,0.8,0.1,0.3500
fbis,30,0.8,1,0.5708
fbis,30,0.8,10,0.5078
fbis,30,0.8,100,0.4941
fbis,30,0.8,1000,0.4941
fbis,30,1.0,0.1,0.2872
fbis,30,1.0,1,0.5645
fbis,30,1.0,10,0.5224
fbis,30,1.0,100,0.5067
fbis,30,1.0,1000,0.5076
fbis,5,0.2,0.1,0.1200
fbis,5,0.2,1,0.3600
fbis,5,0.2,10,0.1487
fbis,5,0.2,100,0.1425
fbis,5,0.2,1000,0.1425
fbis,5,0.4,0.1,0.2221
fbis,5,0.4,1,0.4288
fbis,5,0.4,10,0.1486
fbis,5,0.4,100,0.1378
fbis,5,0.4,1000,0.1378
fbis,5,0.6,0.1,0.2221
fbis,5,0.6,1,0.4288
fbis,5,0.6,10,0.1486
fbis,5,0.6,100,0.1378
fbis,5,0.6,1000,0.1378
fbis,5,0.8,0.1,0.1200
fbis,5,0.8,1,0.3600
fbis,5,0.8,10,0.1487
fbis,5,0.8,100,0.1425
fbis,5,0.8,1000,0.1425
fbis,5,1.0,0.1,0.0385
fbis,5,1.0,1,0.2184
fbis,5,1.0,10,0.1191
fbis,5,1.0,100,0.1162
fbis,5,1.0,1000,0.1150